,ID,post_id,post_title,post_excerpt,post_content_filtered,post_content,post_name,post_parent,permalink,guid,each_description,case_description,ad_copy_text,ItemId,ItemIdText,StoreLocationId,ProductName,BrandName,BrandNameClean,BrandNameLower,Description,FullText,Price,SalePrice,UPCs,SubCategoryName,CategoryName,DepartmentName,DisableOrdering,OnSale,Featured,StorageDescription,ProductSize,UnitOfMeasure,SellUnit,total_popularity,trending_popularity,ProductFacets,score,terms.brand,terms
51,7566811820,18710,Blackberries,,"<p>Blackberries, Fresh, 6 Oz Package</p>","<p>Blackberries, Fresh, 6 Oz Package</p>",756681,0,https://gfsstore.com/?post_type=product&#038;p=18710,https://gfsstore.com/?post_type=product&#038;p=18710,,,"<p>Blackberries, Fresh, 6 Oz Package</p>","['7566811', '756681']",7566811|756681,182,Blackberries,Driscoll,Driscoll,driscoll,"Blackberries, Fresh, 6 Oz Package","Blackberries Driscoll Fresh Fruit Blackberries, Fresh, 6 Oz Package",4.99,,"['033383211053', '033383240268', '066022002699', '071430011089', '071430011638', '333832002684', '400075668110', '606110964791', '632045206002', '665290003034', '715756100200', '715756100224', '715756100422', '715756502011', '736372196132', '7500464592903', '7503018074016', '7503019519035', '7503019776001', '7503019776094', '7503024287196', '7506166300006', '7506166311606', '761635202404', '782150027648', '812049007304', '812049007311', '812092030014', '813635011248', '815887010222', '850003027005', '850019194104', '850582002288', '853447003543', '8571780000884', '857620003078', '857620003108', '860002107301', '862803000218', '881006001099', '891700002087']",FRESH BERRIES,Fresh Fruit,Produce,,,,Cooler,6,OZ,Package,357,64,"[{'facet_name': 'Fruits', 'facet_value': 'Blackberries', 'facet_term_id': 1036}]",,,[]
52,4171801820,16300,Whole Mushrooms,,"<p>Mushrooms, Fresh, 24 Oz Package</p>","<p>Mushrooms, Fresh, 24 Oz Package</p>",417180,0,https://gfsstore.com/products/417180/,https://gfsstore.com/products/417180/,,,"<p>Mushrooms, Fresh, 24 Oz Package</p>","['4171801', '417180']",4171801|417180,182,Whole Mushrooms,Markon First Crop,Markon First Crop,markon first crop,"Mushrooms, Fresh, 24 Oz Package","Whole Mushrooms Markon First Crop Fresh Vegetables Mushrooms, Fresh, 24 Oz Package",5.99,,"['033383675046', '037102675034', '037102675041', '037102675201', '093901235244', '611628920795', '771163000069']",FRESH MUSHROOMS,Fresh Vegetables,Produce,,,,Cooler,24,OZ,Package,310,63,"[{'facet_name': 'Vegetables', 'facet_value': 'Mushrooms', 'facet_term_id': 1094}]",,"[{'term_id': 49, 'slug': 'markon', 'name': 'Markon', 'parent': 0, 'term_taxonomy_id': 49}]",
53,2747531820,43282,Garlic,,"<p>Garlic, Fresh, 5 Ct Package</p>","<p>Garlic, Fresh, 5 Ct Package</p>",274753,0,https://gfsstore.com/products/274753/,https://gfsstore.com/products/274753/,,,"<p>Garlic, Fresh, 5 Ct Package</p>","['2747531', '274753']",2747531|274753,182,Garlic,,,,"Garlic, Fresh, 5 Ct Package","Garlic  Fresh Vegetables Garlic, Fresh, 5 Ct Package",1.59,,"['068044407056', '070873010451', '074574853027', '081355902096', '400027475315', '646127483571', '664339516436', '680444070557', '680444070564', '680444101251', '680444201524', '680444202514', '680444202521', '796631071525', '827468000348']",FRESH ROOT VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,5,EA,Package,241,62,"[{'facet_name': 'Vegetables', 'facet_value': 'Garlic', 'facet_term_id': 1099}]",,,[]
54,7257011820,52848,Cauliflower,,"<p>Cauliflower, Fresh</p>","<p>Cauliflower, Fresh</p>",725701,0,https://gfsstore.com/products/725701/,https://gfsstore.com/products/725701/,,,"<p>Cauliflower, Fresh</p>","['7257011', '725701']",7257011|725701,182,Cauliflower,,,,"Cauliflower, Fresh, 12 Per Case","Cauliflower  Fresh Vegetables Cauliflower, Fresh, 12 Per Case",2.99,,"['000651111117', '033383699998', '060556401607', '071430841150', '073150129419', '400072570119', '605806000300', '611628916651', '738761200017', '740695699997', '765321699998', '885443699994']",FRESH STALK VEGETABLES,Fresh Vegetables,Produce,,,,Cooler,1,EA,Each,146,60,"[{'facet_name': 'Vegetables', 'facet_value': 'Cauliflower', 'facet_term_id': 1149}]",,,[]
55,1885831820,139726,Red Peppers,,"<p>Peppers, Red, 11 Lb Each</p>","<p>Peppers, Red, 11 Lb Each</p>",188583,0,https://gfsstore.com/products/188583/,https://gfsstore.com/products/188583/,,,"<p>Peppers, Red, 11 Lb Each</p>","['1885831', '188583']",1885831|188583,182,Red Peppers,,,,"Peppers, Red, 11 Lb Each","Red Peppers  Fresh Vegetables Peppers, Red, 11 Lb Each",1.69,,"['400018858318', '603224255005']",FRESH PEPPERS,Fresh Vegetables,Produce,,,,Cooler,8,OZ,Each,253,59,[],,,[]
56,6710041820,51663,Jumbo Honeydew,,"<p>Honeydew, Jumbo, 5 Ct Package</p>","<p>Honeydew, Jumbo, 5 Ct Package</p>",671004,0,https://gfsstore.com/products/671004/,https://gfsstore.com/products/671004/,,,"<p>Honeydew, Jumbo, 5 Ct Package</p>","['6710041', '671004']",6710041|671004,182,Jumbo Honeydew,,,,"<p>Honeydew, Jumbo, Fresh</p>","Jumbo Honeydew  Fresh Fruit <p>Honeydew, Jumbo, Fresh</p>",5.99,,"['400067100413', '786066001259', '850012002000']",FRESH MELONS,Fresh Fruit,Produce,,,,Cooler,.2,EA,Package,148,58,"[{'facet_name': 'Fruits', 'facet_value': 'Melons', 'facet_term_id': 1040}]",,,[]
57,5382231820,27926,Peaches,,"<p>Peaches, Fresh, 25 Lb Box</p>","<p>Peaches, Fresh, 25 Lb Box</p>",538223,0,https://gfsstore.com/?post_type=product&#038;p=27926,https://gfsstore.com/?post_type=product&#038;p=27926,,,"<p>Peaches, Fresh, 25 Lb Box</p>","['5382231', '538223']",5382231|538223,182,Peaches,,,,"<p>Peaches, Fresh</p>","Peaches  Fresh Fruit <p>Peaches, Fresh</p>",2.49,,['400053822312'],FRESH TREE FRUIT,Fresh Fruit,Produce,,,,Cooler,6.15,OZ,Box,62,57,"[{'facet_name': 'Fruits', 'facet_value': 'Peaches', 'facet_term_id': 1054}]",,,[]
58,7253411820,52833,Jumbo Pineapple,,"<p>Pineapples, Fresh, 5 Ct Package</p>","<p>Pineapples, Fresh, 5 Ct Package</p>",725341,0,https://gfsstore.com/products/725341/,https://gfsstore.com/products/725341/,,,"<p>Pineapples, Fresh, 5 Ct Package</p>","['7253411', '725341']",7253411|725341,182,Jumbo Pineapple,,,,"<p>Pineapples, Fresh</p>","Jumbo Pineapple  Fresh Fruit <p>Pineapples, Fresh</p>",8.99,,"['400072534111', '5050372115005', '5397005022010', '5397005027749', '6431260720034', '643126072058', '7441019900029', '7441019900036']",FRESH MISCELLANEOUS FRUITS,Fresh Fruit,Produce,,,,Cooler,1,EA,Package,1,55,"[{'facet_name': 'Fruits', 'facet_value': 'Pineapple', 'facet_term_id': 1042}]",,,[]
59,4024811820,16274,Spring Mix,,"<p>Spring Mix, Conventional, Fresh Cut, 1 Lb Bag</p>","<p>Spring Mix, Conventional, Fresh Cut, 1 Lb Bag</p>",402481,0,https://gfsstore.com/products/402481/,https://gfsstore.com/products/402481/,,,"<p>Spring Mix, Conventional, Fresh Cut, 1 Lb Bag</p>","['4024811', '402481']",4024811|402481,182,Spring Mix,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Spring Mix, Conventional, Fresh Cut, 1 Lb Bag","Spring Mix Ready-Set-Serve Ready-to-Use Vegetables Spring Mix, Conventional, Fresh Cut, 1 Lb Bag",4.79,,"['032601901400', '092538000423', '611628922362', '611628922379', '823734123506']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,16,OZ,Bag,231,52,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 49, 'slug': 'markon', 'name': 'Markon', 'parent': 0, 'term_taxonomy_id': 49}]",
60,4868601820,47842,Limes,,"<p>Limes, 48 Count, Fresh</p>","<p>Limes, 48 Count, Fresh</p>",486860,0,https://gfsstore.com/products/486860/,https://gfsstore.com/products/486860/,,,"<p>Limes, 48 Count, Fresh</p>","['4868601', '486860']",4868601|486860,182,Limes,,,,"<p>Limes, Fresh, 1 Ct Each</p>","Limes  Fresh Fruit <p>Limes, Fresh, 1 Ct Each</p>",0.59,,['400048686011'],FRESH CITRUS,Fresh Fruit,Produce,,,,Cooler,1,EA,Each,3,43,"[{'facet_name': 'Fruits', 'facet_value': 'Limes', 'facet_term_id': 1026}]",,,[]
61,8737581820,130880,Fresh Basil,,"<p>Basil, Fresh, 2 Oz Package</p>","<p>Basil, Fresh, 2 Oz Package</p>",873758,0,https://gfsstore.com/products/873758/,https://gfsstore.com/products/873758/,,,"<p>Basil, Fresh, 2 Oz Package</p>","['8737581', '873758']",8737581|873758,182,Fresh Basil,Square Roots,Square Roots,square roots,"Basil, Fresh, 2 Oz Package","Fresh Basil Square Roots Fresh Herbs Basil, Fresh, 2 Oz Package",5.79,,"['400087375815', '850009263162']",FRESH HERBS,Fresh Herbs,Produce,,,,Cooler,2,OZ,Package,37,37,"[{'facet_name': 'Herbs', 'facet_value': 'Basil', 'facet_term_id': 1061}]",,,[]
62,2931481820,16220,Finely Diced Cabbage with Carrots,,"<p>Cole Slaw Blend, Diced, with Green Cabbage &#038; Carrots, Fresh Cut, 5 Lb Bag</p>","<p>Cole Slaw Blend, Diced, with Green Cabbage & Carrots, Fresh Cut, 5 Lb Bag</p>",293148,0,https://gfsstore.com/products/293148/,https://gfsstore.com/products/293148/,,,"<p>Cole Slaw Blend, Diced, with Green Cabbage & Carrots, Fresh Cut, 5 Lb Bag</p>","['2931481', '293148']",2931481|293148,182,Finely Diced Cabbage with Carrots,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Cole Slaw Blend, Diced, with Green Cabbage & Carrots, Fresh Cut, 5 Lb Bag","Finely Diced Cabbage with Carrots Ready-Set-Serve Ready-to-Use Vegetables Cole Slaw Blend, Diced, with Green Cabbage & Carrots, Fresh Cut, 5 Lb Bag",6.99,,"['093901293145', '400029314810', '611628917474']",VALUE-ADD CABBAGE,Ready-to-Use Vegetables,Produce,,,,Cooler,80,OZ,Bag,17,37,"[{'facet_name': 'Vegetables', 'facet_value': 'Cabbage', 'facet_term_id': 1015}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
63,7149511820,52597,Lemon,,"<p>Lemons, Fresh</p>","<p>Lemons, Fresh</p>",714951,0,https://gfsstore.com/products/714951/,https://gfsstore.com/products/714951/,,,"<p>Lemons, Fresh</p>","['7149511', '714951']",7149511|714951,182,Lemon,,,,"Lemons, Fresh","Lemon  Fresh Fruit Lemons, Fresh",0.49,,['400071495116'],FRESH CITRUS,Fresh Fruit,Produce,,,,Cooler,1,EA,Each,2,35,"[{'facet_name': 'Fruits', 'facet_value': 'Lemons', 'facet_term_id': 1025}]",,,[]
64,1885821820,139704,Jumbo White Onions,,"<p>Onions, White, Jumbo, 50 Lb Each</p>","<p>Onions, White, Jumbo, 50 Lb Each</p>",188582,0,https://gfsstore.com/products/188582/,https://gfsstore.com/products/188582/,,,"<p>Onions, White, Jumbo, 50 Lb Each</p>","['1885821', '188582']",1885821|188582,182,Jumbo White Onions,,,,"Onions, White, Jumbo, 50 Lb Each","Jumbo White Onions  Fresh Vegetables Onions, White, Jumbo, 50 Lb Each",0.99,,['400018858219'],FRESH ONIONS,Fresh Vegetables,Produce,,,,Cooler,20,OZ,Each,1,33,[],,,[]
65,6756431820,84958,Jumbo Spanish Onions,,"<p>Onions, Spanish, Jumbo, Fresh, 50 Lb Package</p>","<p>Onions, Spanish, Jumbo, Fresh, 50 Lb Package</p>",675643,0,https://gfsstore.com/products/675643/,https://gfsstore.com/products/675643/,,,"<p>Onions, Spanish, Jumbo, Fresh, 50 Lb Package</p>","['6756431', '6756430', '675643']",6756431|6756430|675643,182,Jumbo Spanish Onions,,,,"<p>Onions, Spanish, Jumbo, Fresh</p>","Jumbo Spanish Onions  Fresh Vegetables <p>Onions, Spanish, Jumbo, Fresh</p>",0.89,,['400067564314'],FRESH ONIONS,Fresh Vegetables,Produce,,,,Cooler,16,OZ,Package,2,32,"[{'facet_name': 'Vegetables', 'facet_value': 'Onions', 'facet_term_id': 1107}]",,,[]
66,6757661820,85158,Idaho Baker Potatoes,,"<p>Potatoes, Baker, Idaho, 50 Lb Box</p>","<p>Potatoes, Baker, Idaho, 50 Lb Box</p>",675766,0,https://gfsstore.com/products/675766/,https://gfsstore.com/products/675766/,,,"<p>Potatoes, Baker, Idaho, 50 Lb Box</p>","['6757660', '675766']",6757660|675766,182,Idaho Baker Potatoes,,,,"Potatoes, Baker, Idaho, 50 Lb Box","Idaho Baker Potatoes  Fresh Vegetables Potatoes, Baker, Idaho, 50 Lb Box",38.50,,['400067576607'],FRESH POTATOES,Fresh Vegetables,Produce,,,,Cooler,800,Case,OZ,37,31,"[{'facet_name': 'Vegetables', 'facet_value': 'Potatoes', 'facet_term_id': 1128}]",,,[]
67,5605451820,18702,Baby Spinach,,"<p>Spinach, Baby, Cleaned, Fresh Cut, 2 Lb Bag</p>","<p>Spinach, Baby, Cleaned, Fresh Cut, 2 Lb Bag</p>",560545,0,https://gfsstore.com/?post_type=product&#038;p=18702,https://gfsstore.com/?post_type=product&#038;p=18702,,,"<p>Spinach, Baby, Cleaned, Fresh Cut, 2 Lb Bag</p>","['5605451', '560545']",5605451|560545,182,Baby Spinach,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Spinach, Baby, Cleaned, Fresh Cut, 2 Lb Bag","Baby Spinach Ready-Set-Serve Ready-to-Use Vegetables Spinach, Baby, Cleaned, Fresh Cut, 2 Lb Bag",7.99,,"['400056054512', '611628922133']",VALUE-ADD LETTUCE & SALAD GREENS,Ready-to-Use Vegetables,Produce,,,,Cooler,32,OZ,Bag,2,31,"[{'facet_name': 'Vegetables', 'facet_value': 'Leafy Greens', 'facet_term_id': 1078}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
68,2723961820,43172,Parsley,,"<p>Parsley, Fresh Cut, 1 Lb Bag</p>","<p>Parsley, Fresh Cut, 1 Lb Bag</p>",272396,0,https://gfsstore.com/products/272396/,https://gfsstore.com/products/272396/,,,"<p>Parsley, Fresh Cut, 1 Lb Bag</p>","['2723961', '272396']",2723961|272396,182,Parsley,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Parsley, Fresh Cut, 1 Lb Bag","Parsley Ready-Set-Serve Fresh Herbs Parsley, Fresh Cut, 1 Lb Bag",5.99,,"['093901272393', '400027239610', '611628922706']",FRESH HERBS,Fresh Herbs,Produce,,,,Cooler,1,EA,Bag,60,22,"[{'facet_name': 'Herbs', 'facet_value': 'Parsley', 'facet_term_id': 1069}]",,,[]
69,8868971820,131111,Grape Tomatoes,,"<p>Tomatoes, Grape, Fresh, 10.5 Oz Package</p>","<p>Tomatoes, Grape, Fresh, 10.5 Oz Package</p>",886897,0,https://gfsstore.com/products/886897/,https://gfsstore.com/products/886897/,,,"<p>Tomatoes, Grape, Fresh, 10.5 Oz Package</p>","['8868971', '886897']",8868971|886897,182,Grape Tomatoes,,,,"Tomatoes, Grape, Fresh, 10.5 Oz Package","Grape Tomatoes  Fresh Vegetables Tomatoes, Grape, Fresh, 10.5 Oz Package",3.29,,"['00040232193231', '033383655857', '040232193231', '042808001810', '400088689713', '614143291241', '751666881051', '751666888036', '788070601814', '793573206268', '816426011199', '818179001007', '851781005650', '855465002225', '856122001865', '898859002104']",FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,10.5,OZ,Package,21,21,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
70,1551121820,19688,Jumbo Red Onions,,"<p>Onions, Red, Jumbo, Fresh</p>","<p>Onions, Red, Jumbo, Fresh</p>",155112,0,https://gfsstore.com/?post_type=product&#038;p=19688,https://gfsstore.com/?post_type=product&#038;p=19688,,,"<p>Onions, Red, Jumbo, Fresh</p>","['1551121', '1551120', '155112']",1551121|1551120|155112,182,Jumbo Red Onions,,,,"<p>Onions, Red, Jumbo, Fresh, Approximately 1lb each</p>","Jumbo Red Onions  Fresh Vegetables <p>Onions, Red, Jumbo, Fresh, Approximately 1lb each</p>",1.39,,['400015511216'],FRESH ONIONS,Fresh Vegetables,Produce,,,,Dry,13.33,OZ,Each,9,20,"[{'facet_name': 'Vegetables', 'facet_value': 'Onions', 'facet_term_id': 1107}]",,,[]
71,7899421820,19524,Avocado Chunks,,"<p>Avocado, Chunky, Fresh Cut, 2 Lb Tray</p>","<p>Avocado, Chunky, Fresh Cut, 2 Lb Tray</p>",789942,0,https://gfsstore.com/?post_type=product&#038;p=19524,https://gfsstore.com/?post_type=product&#038;p=19524,,,"<p>Avocado, Chunky, Fresh Cut, 2 Lb Tray</p>","['7899421', '789942']",7899421|789942,182,Avocado Chunks,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Avocado, Chunky, Fresh Cut, 2 Lb Tray","Avocado Chunks Ready-Set-Serve Fresh Fruit Avocado, Chunky, Fresh Cut, 2 Lb Tray",9.99,,"['400078994216', '611628914763']",FRESH TREE FRUIT,Fresh Fruit,Produce,,,,Cooler,32,OZ,Tray,51,19,"[{'facet_name': 'Fruits', 'facet_value': 'Avocado', 'facet_term_id': 1032}]",,"[{'term_id': 50, 'slug': 'markon-ready-set-serve', 'name': 'Markon Ready Set Serve', 'parent': 0, 'term_taxonomy_id': 50}]",
72,8387901820,35731,Bagged Granny Smith Apples,,"<p>Apples, Granny Smith, Fresh, Bagged, 3 Lb Bag</p>","<p>Apples, Granny Smith, Fresh, Bagged, 3 Lb Bag</p>",838790,0,https://gfsstore.com/?post_type=product&#038;p=35731,https://gfsstore.com/?post_type=product&#038;p=35731,,,"<p>Apples, Granny Smith, Fresh, Bagged, 3 Lb Bag</p>","['8387901', '838790']",8387901|838790,182,Bagged Granny Smith Apples,,,,"Apples, Granny Smith, Fresh, Bagged, 3 Lb Bag","Bagged Granny Smith Apples  Fresh Fruit Apples, Granny Smith, Fresh, Bagged, 3 Lb Bag",6.79,,"['022906300275', '033383001531', '033383001562', '070253005329', '400083879010', '671155031692', '741839070030', '813504010044', '847473001833', '851210002915', '882648000600', '888289401080']",FRESH APPLES,Fresh Fruit,Produce,,,,Cooler,48,OZ,Bag,17,17,"[{'facet_name': 'Fruits', 'facet_value': 'Apples', 'facet_term_id': 1020}]",,,[]
73,2140911820,18459,Vine-Ripened Tomatoes,,"<p>Tomatoes, Vine-Ripened, Hydroponic, Fresh, 15 Lb Package</p>","<p>Tomatoes, Vine-Ripened, Hydroponic, Fresh, 15 Lb Package</p>",214091,0,https://gfsstore.com/?post_type=product&#038;p=18459,https://gfsstore.com/?post_type=product&#038;p=18459,,,"<p>Tomatoes, Vine-Ripened, Hydroponic, Fresh, 15 Lb Package</p>","['2140911', '214091']",2140911|214091,182,Vine-Ripened Tomatoes,,,,"<p>Tomatoes, Vine-Ripened, Hydroponic, Fresh</p>
<p>&nbsp;</p>","Vine-Ripened Tomatoes  Fresh Vegetables <p>Tomatoes, Vine-Ripened, Hydroponic, Fresh</p>
<p>&nbsp;</p>",2.29,,['400021409118'],FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,12,OZ,Package,40,16,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
74,5925321820,18625,Whole Jalapeno Peppers,,"<p>Peppers, Jalapeno, Whole, 3 Lb Package</p>","<p>Peppers, Jalapeno, Whole, 3 Lb Package</p>",592532,0,https://gfsstore.com/?post_type=product&#038;p=18625,https://gfsstore.com/?post_type=product&#038;p=18625,,,"<p>Peppers, Jalapeno, Whole, 3 Lb Package</p>","['5925321', '592532']",5925321|592532,182,Whole Jalapeno Peppers,,,,"Peppers, Jalapeno, Whole, 3 Lb Package","Whole Jalapeno Peppers  Fresh Vegetables Peppers, Jalapeno, Whole, 3 Lb Package",7.49,,"['042808350147', '081851081509', '081851081653', '400059253219', '42808350147']",FRESH PEPPERS,Fresh Vegetables,Produce,,,,Cooler,48,OZ,Package,42,15,"[{'facet_name': 'Vegetables', 'facet_value': 'Peppers', 'facet_term_id': 1116}]",,,[]
75,8963471820,132480,Fresh Parsley,,"<p>Parsley, Fresh, 0.67 Oz Package</p>","<p>Parsley, Fresh, 0.67 Oz Package</p>",896347,0,https://gfsstore.com/products/896347/,https://gfsstore.com/products/896347/,,,"<p>Parsley, Fresh, 0.67 Oz Package</p>","['8963471', '896347']",8963471|896347,182,Fresh Parsley,Square Roots,Square Roots,square roots,"Parsley, Fresh, 0.67 Oz Package","Fresh Parsley Square Roots Fresh Herbs Parsley, Fresh, 0.67 Oz Package",2.89,,"['400089634712', '850009263308']",FRESH HERBS,Fresh Herbs,Produce,,,,Cooler,.67,OZ,Package,11,11,[],,,[]
76,4283531820,46437,Fresh Peeled Garlic,,"<p>Garlic, Peeled, Fresh Cut, 5 Lb Bag</p>","<p>Garlic, Peeled, Fresh Cut, 5 Lb Bag</p>",428353,0,https://gfsstore.com/products/428353/,https://gfsstore.com/products/428353/,,,"<p>Garlic, Peeled, Fresh Cut, 5 Lb Bag</p>","['4283530', '428353']",4283530|428353,182,Fresh Peeled Garlic,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Garlic, Peeled, Fresh Cut, 5 Lb Bag","Fresh Peeled Garlic Ready-Set-Serve Ready-to-Use Vegetables Garlic, Peeled, Fresh Cut, 5 Lb Bag",29.49,,"['023562010010', '023562010058', '092883001045', '400042835309', '611628959979', '611628960005', '611628960012', '646127231011', '891303002019']",VALUE-ADD ONIONS,Ready-to-Use Vegetables,Produce,,,,Cooler,80,Each,OZ,26,9,"[{'facet_name': 'Vegetables', 'facet_value': 'Garlic', 'facet_term_id': 1099}]",,,[]
77,5841941820,34293,Yukon Gold Potatoes,,"<p>Potatoes, Yukon Gold, 3 Lb Bag</p>","<p>Potatoes, Yukon Gold, 3 Lb Bag</p>",584194,0,https://gfsstore.com/?post_type=product&#038;p=34293,https://gfsstore.com/?post_type=product&#038;p=34293,,,"<p>Potatoes, Yukon Gold, 3 Lb Bag</p>","['5841941', '584194']",5841941|584194,182,Yukon Gold Potatoes,,,,"Potatoes, Yukon Gold, 3 Lb Bag","Yukon Gold Potatoes  Fresh Vegetables Potatoes, Yukon Gold, 3 Lb Bag",2.99,,"['030921083400', '033383533001', '033383533032', '071228178024', '400058419418', '605806002137', '859083007617']",FRESH ROOT VEGETABLES,Fresh Vegetables,Produce,,,,Dry,48,OZ,Bag,25,9,"[{'facet_name': 'Vegetables', 'facet_value': 'Potatoes', 'facet_term_id': 1128}]",,,[]
78,1981611820,40866,Matchstick Shredded Carrots,,"<p>Carrots, Matchstick-Shredded, Reclosable, Fresh Cut, 3 Lb Bag</p>","<p>Carrots, Matchstick-Shredded, Reclosable, Fresh Cut, 3 Lb Bag</p>",198161,0,https://gfsstore.com/products/198161/,https://gfsstore.com/products/198161/,,,"<p>Carrots, Matchstick-Shredded, Reclosable, Fresh Cut, 3 Lb Bag</p>","['1981611', '198161']",1981611|198161,182,Matchstick Shredded Carrots,Ready-Set-Serve,Ready-Set-Serve,ready-set-serve,"Carrots, Matchstick-Shredded, Reclosable, Fresh Cut, 3 Lb Bag","Matchstick Shredded Carrots Ready-Set-Serve Ready-to-Use Vegetables Carrots, Matchstick-Shredded, Reclosable, Fresh Cut, 3 Lb Bag",6.79,,"['092538001048', '093901198167', '611628916477']",VALUE-ADD CARROTS,Ready-to-Use Vegetables,Produce,,,,Cooler,48,OZ,Bag,42,7,"[{'facet_name': 'Vegetables', 'facet_value': 'Carrots', 'facet_term_id': 1017}]",,,[]
79,8868931820,131108,Mini Sweet Peppers,,"<p>Peppers, Sweet, Mini, Fresh, 1 Lb Package</p>","<p>Peppers, Sweet, Mini, Fresh, 1 Lb Package</p>",886893,0,https://gfsstore.com/products/886893/,https://gfsstore.com/products/886893/,,,"<p>Peppers, Sweet, Mini, Fresh, 1 Lb Package</p>","['8868931', '886893']",8868931|886893,182,Mini Sweet Peppers,,,,"Peppers, Sweet, Mini, Fresh, 1 Lb Package","Mini Sweet Peppers  Fresh Vegetables Peppers, Sweet, Mini, Fresh, 1 Lb Package",3.99,,"['400088689317', '603224224230', '684924040610', '684924050169', '689259003453', '699058812132', '699058930010', '737186370961', '816426010444', '850014387204', '853865006003', '874896005575', '884051040174', '8962470010984']",FRESH PEPPERS,Fresh Vegetables,Produce,,,,Cooler,16,OZ,Package,6,6,"[{'facet_name': 'Vegetables', 'facet_value': 'Peppers', 'facet_term_id': 1116}]",,,[]
80,7260021820,56709,Navel Oranges,,"<p>Oranges, Navel, 72 Count, Fresh, 72 Ct Package</p>","<p>Oranges, Navel, 72 Count, Fresh, 72 Ct Package</p>",726002,0,https://gfsstore.com/products/726002/,https://gfsstore.com/products/726002/,,,"<p>Oranges, Navel, 72 Count, Fresh, 72 Ct Package</p>","['7260021', '726002']",7260021|726002,182,Navel Oranges,,,,"<p>Oranges, Navel, Fresh</p>","Navel Oranges  Fresh Fruit <p>Oranges, Navel, Fresh</p>",0.89,,['400072600212'],FRESH CITRUS,Fresh Fruit,Produce,,,,Cooler,1,EA,Package,100,3,[],,,[]
81,4304731820,221930,Packed Beets,,"<p>Beets, Packed, 17.6 Oz Each</p>","<p>Beets, Packed, 17.6 Oz Each</p>",430473,0,https://gfsstore.com/products/430473/,https://gfsstore.com/products/430473/,,,"<p>Beets, Packed, 17.6 Oz Each</p>","['4304731', '430473']",4304731|430473,182,Packed Beets,Beetology,Beetology,beetology,"Beets, Packed, 17.6 Oz Each","Packed Beets Beetology Fresh Vegetables Beets, Packed, 17.6 Oz Each",3.49,,"['073490159213', '400043047312']",Fresh Miscellaneous Vegetables,Fresh Vegetables,Produce,,,,Cooler,17.6,OZ,Each,3,3,[],,,[]
82,7486761820,53321,Tomatillos,,"<p>Tomatillos, Fresh, 25 Lb Bag</p>","<p>Tomatillos, Fresh, 25 Lb Bag</p>",748676,0,https://gfsstore.com/products/748676/,https://gfsstore.com/products/748676/,,,"<p>Tomatillos, Fresh, 25 Lb Bag</p>","['7486761', '748676']",7486761|748676,182,Tomatillos,,,,"Tomatillos, Fresh, 25 Lb Bag","Tomatillos  Fresh Vegetables Tomatillos, Fresh, 25 Lb Bag",2.49,,['400074867613'],FRESH TOMATOES,Fresh Vegetables,Produce,,,,Cooler,1.67,OZ,Bag,2,0,"[{'facet_name': 'Vegetables', 'facet_value': 'Tomatoes', 'facet_term_id': 1152}]",,,[]
